line_number,target_node,skipFirst,priority,incoming_scoreEnd
4138,69222,0,0,10
4147,69221,1,2,137
4149,69222,0,3,74
4151,69222,0,3,74
4153,69223,0,0,10
4155,69223,0,0,10
4164,69222,1,2,137
4166,69223,0,3,74
4168,69223,0,3,74
4170,69224,0,0,10
4172,69224,0,0,10
4181,69223,1,2,137
4183,69224,0,3,74
4185,69224,0,3,74
4187,69225,0,0,10
4189,69225,0,0,10
4198,69224,1,2,137
4200,69225,0,3,74
4202,69225,0,3,74
4204,69211,0,0,61
4205,69213,0,0,61
4207,69211,0,0,61
4208,69213,0,0,61
4210,69209,0,1,60
4211,69211,0,0,61
4213,69209,0,1,60
4214,69211,0,0,61
4216,69209,0,1,60
4217,69209,0,0,60
4219,69209,0,1,60
4220,69209,0,0,60
4222,69205,0,0,38
4223,69207,0,0,38
4225,69205,0,0,38
4226,69207,0,0,38
4228,69203,0,1,37
4229,69205,0,0,38
4231,69203,0,1,37
4232,69205,0,0,38
4234,69203,0,1,37
4235,69203,0,0,37
4237,69203,0,1,37
4238,69203,0,0,37
4240,69199,0,0,24
4241,69200,0,0,24
4243,69199,0,0,24
4244,69200,0,0,24
4246,69196,0,1,23
4247,69199,0,0,24
4249,69196,0,1,23
4250,69199,0,0,24
4252,69196,0,1,23
4253,69196,0,0,23
4255,69196,0,1,23
4256,69196,0,0,23
4273,69196,1,0,86
4275,69197,0,0,23
4277,69197,0,0,23
4285,69197,1,0,86
4287,69191,0,0,43
4288,69192,0,0,43
4290,69191,0,0,43
4291,69192,0,0,43
4293,69188,0,1,42
4294,69191,0,0,43
4296,69188,0,1,42
4297,69191,0,0,43
4299,69188,0,1,42
4300,69188,0,0,42
4302,69188,0,1,42
4303,69188,0,0,42
4313,69188,1,0,105
4315,69189,0,0,42
4317,69189,0,0,42
4319,69183,0,0,12
4320,69185,0,0,12
4322,69183,0,0,12
4323,69185,0,0,12
4325,69180,0,1,11
4326,69183,0,0,12
4328,69180,0,1,11
4329,69183,0,0,12
4331,69180,0,1,11
4332,69180,0,0,11
4334,69180,0,1,11
4335,69180,0,0,11
4346,69180,1,0,74
4347,69183,1,3,75
4348,69185,1,3,75
4349,69189,1,4,105
4351,69180,1,0,74
4352,69183,1,3,75
4353,69183,0,5,76
4354,69185,1,3,75
4355,69185,0,5,76
4357,69180,1,0,74
4358,69183,1,3,75
4359,69183,0,5,76
4360,69185,1,3,75
4361,69185,0,5,76
4363,69180,1,0,74
4364,69180,0,4,75
4365,69183,1,3,75
4366,69183,0,5,76
4368,69180,1,0,74
4369,69180,0,4,75
4370,69183,1,3,75
4371,69183,0,5,76
4373,69180,1,0,74
4374,69180,0,4,75
4375,69180,0,4,75
4377,69180,1,0,74
4378,69180,0,4,75
4379,69180,0,4,75
4381,69181,0,0,11
4383,69181,0,0,11
4394,69180,1,3,138
4396,69181,0,4,75
4398,69181,0,4,75
4400,69175,0,0,60
4401,69177,0,0,60
4403,69175,0,0,60
4404,69177,0,0,60
4406,69171,0,1,59
4407,69175,0,0,60
4409,69171,0,1,59
4410,69175,0,0,60
4412,69171,0,1,59
4413,69171,0,0,59
4415,69171,0,1,59
4416,69171,0,0,59
4427,69171,1,0,122
4429,69172,0,0,59
4431,69172,0,0,59
4439,69172,1,0,122
4441,69173,0,0,59
4443,69173,0,0,59
4445,69165,0,0,57
4446,69167,0,0,57
4448,69165,0,0,57
4449,69167,0,0,57
4451,69163,0,1,56
4452,69165,0,0,57
4454,69163,0,1,56
4455,69165,0,0,57
4457,69163,0,1,56
4458,69163,0,0,56
4460,69163,0,1,56
4461,69163,0,0,56
4463,69159,0,0,47
4464,69160,0,0,47
4466,69159,0,0,47
4467,69160,0,0,47
4469,69156,0,1,46
4470,69159,0,0,47
4472,69156,0,1,46
4473,69159,0,0,47
4475,69156,0,1,46
4476,69156,0,0,46
4478,69156,0,1,46
4479,69156,0,0,46
4493,69156,1,0,109
4495,69157,0,0,46
4497,69157,0,0,46
4499,69151,0,0,23
4500,69152,0,0,23
4502,69151,0,0,23
4503,69152,0,0,23
4505,69149,0,1,22
4506,69151,0,0,23
4508,69149,0,1,22
4509,69151,0,0,23
4511,69149,0,1,22
4512,69149,0,0,22
4514,69149,0,1,22
4515,69149,0,0,22
4517,69145,0,3,11
4518,69147,0,3,11
4520,69145,0,3,11
4521,69147,0,3,11
4523,69141,0,4,12
4524,69145,0,3,11
4526,69141,0,4,12
4527,69145,0,3,11
4529,69141,0,4,12
4530,69141,0,4,12
4532,69141,0,4,12
4533,69141,0,4,12
4547,69141,1,5,77
4548,69145,1,4,76
4549,69147,1,4,76
4550,69149,1,0,85
4552,69141,1,5,77
4553,69145,1,4,76
4554,69145,0,0,69
4555,69147,1,4,76
4556,69147,0,0,69
4558,69141,1,5,77
4559,69145,1,4,76
4560,69145,0,0,69
4561,69147,1,4,76
4562,69147,0,0,69
4564,69141,1,5,77
4565,69141,0,1,68
4566,69145,1,4,76
4567,69145,0,0,69
4569,69141,1,5,77
4570,69141,0,1,68
4571,69145,1,4,76
4572,69145,0,0,69
4574,69141,1,5,77
4575,69141,0,1,68
4576,69141,0,0,68
4578,69141,1,5,77
4579,69141,0,1,68
4580,69141,0,0,68
4582,69142,0,4,12
4584,69142,0,4,12
4595,69141,1,0,131
4597,69142,0,0,68
4599,69142,0,0,68
4601,69143,0,4,12
4603,69143,0,4,12
4605,69135,0,7,15
4606,69136,0,7,15
4608,69135,0,7,15
4609,69136,0,7,15
4611,69135,0,7,15
4613,69135,0,7,15
4624,69135,1,8,80
4625,69136,1,8,80
4626,69142,1,0,131
4628,69135,1,8,80
4629,69136,1,8,80
4630,69143,0,0,68
4632,69135,1,8,80
4633,69136,1,8,80
4634,69143,0,0,68
4636,69135,1,8,80
4637,69135,0,0,65
4638,69136,1,8,80
4639,69136,0,0,65
4641,69135,1,8,80
4642,69135,0,0,65
4643,69136,1,8,80
4644,69136,0,0,65
4646,69135,1,8,80
4647,69135,0,0,65
4648,69135,0,3,61
4650,69135,1,8,80
4651,69135,0,0,65
4652,69135,0,3,61
4654,69131,0,0,46
4655,69133,0,0,46
4657,69131,0,0,46
4658,69133,0,0,46
4660,69129,0,0,45
4661,69131,0,0,46
4663,69129,0,0,45
4664,69131,0,0,46
4666,69129,0,0,45
4667,69129,0,1,45
4669,69129,0,0,45
4670,69129,0,1,45
4672,69125,0,0,20
4673,69127,0,0,20
4675,69125,0,0,20
4676,69127,0,0,20
4678,69122,0,1,19
4679,69125,0,0,20
4681,69122,0,1,19
4682,69125,0,0,20
4684,69122,0,1,19
4685,69122,0,0,19
4687,69122,0,1,19
4688,69122,0,0,19
4704,69122,1,0,82
4706,69123,0,0,19
4708,69123,0,0,19
4710,69117,0,0,17
4711,69119,0,0,17
4713,69117,0,0,17
4714,69119,0,0,17
4716,69115,0,1,16
4717,69117,0,0,17
4719,69115,0,1,16
4720,69117,0,0,17
4722,69115,0,1,16
4723,69115,0,0,16
4725,69115,0,1,16
4726,69115,0,0,16
4728,69111,0,0,13
4729,69113,0,0,13
4731,69111,0,0,13
4732,69113,0,0,13
4734,69109,0,1,12
4735,69111,0,0,13
4737,69109,0,1,12
4738,69111,0,0,13
4740,69109,0,1,12
4741,69109,0,0,12
4743,69109,0,1,12
4744,69109,0,0,12
4746,69105,0,0,9
4747,69107,0,0,9
4749,69105,0,0,9
4750,69107,0,0,9
4752,69103,0,1,9
4753,69105,0,0,9
4755,69103,0,1,9
4756,69105,0,0,9
4758,69103,0,1,9
4759,69103,0,0,8
4761,69103,0,1,9
4762,69103,0,0,8
4779,69103,1,1,73
4780,69105,1,0,72
4781,69107,1,1,73
4782,69109,1,1,75
4783,69111,1,4,76
4784,69113,1,4,76
4785,69115,1,5,79
4786,69117,1,8,80
4787,69119,1,8,80
4788,69123,1,9,82
4790,69103,1,1,73
4791,69105,1,0,72
4792,69107,1,1,73
4793,69109,1,1,75
4794,69111,1,4,76
4795,69113,1,4,76
4796,69115,1,5,79
4797,69117,1,8,80
4798,69117,0,10,81
4799,69119,1,8,80
4800,69119,0,10,81
4802,69103,1,1,73
4803,69105,1,0,72
4804,69107,1,1,73
4805,69109,1,1,75
4806,69111,1,4,76
4807,69113,1,4,76
4808,69115,1,5,79
4809,69117,1,8,80
4810,69117,0,10,81
4811,69119,1,8,80
4812,69119,0,10,81
4814,69103,1,1,73
4815,69105,1,0,72
4816,69107,1,1,73
4817,69109,1,1,75
4818,69111,1,4,76
4819,69113,1,4,76
4820,69115,1,5,79
4821,69115,0,9,80
4822,69117,1,8,80
4823,69117,0,10,81
4825,69103,1,1,73
4826,69105,1,0,72
4827,69107,1,1,73
4828,69109,1,1,75
4829,69111,1,4,76
4830,69113,1,4,76
4831,69115,1,5,79
4832,69115,0,9,80
4833,69117,1,8,80
4834,69117,0,10,81
4836,69103,1,1,73
4837,69105,1,0,72
4838,69107,1,1,73
4839,69109,1,1,75
4840,69111,1,4,76
4841,69113,1,4,76
4842,69115,1,5,79
4843,69115,0,9,80
4844,69115,0,9,80
4846,69103,1,1,73
4847,69105,1,0,72
4848,69107,1,1,73
4849,69109,1,1,75
4850,69111,1,4,76
4851,69113,1,4,76
4852,69115,1,5,79
4853,69115,0,9,80
4854,69115,0,9,80
4856,69103,1,1,73
4857,69105,1,0,72
4858,69107,1,1,73
4859,69109,1,1,75
4860,69111,1,4,76
4861,69111,0,6,77
4862,69113,1,4,76
4863,69113,0,6,77
4865,69103,1,1,73
4866,69105,1,0,72
4867,69107,1,1,73
4868,69109,1,1,75
4869,69111,1,4,76
4870,69111,0,6,77
4871,69113,1,4,76
4872,69113,0,6,77
4874,69103,1,1,73
4875,69105,1,0,72
4876,69107,1,1,73
4877,69109,1,1,75
4878,69109,0,5,76
4879,69111,1,4,76
4880,69111,0,6,77
4882,69103,1,1,73
4883,69105,1,0,72
4884,69107,1,1,73
4885,69109,1,1,75
4886,69109,0,5,76
4887,69111,1,4,76
4888,69111,0,6,77
4890,69103,1,1,73
4891,69105,1,0,72
4892,69107,1,1,73
4893,69109,1,1,75
4894,69109,0,5,76
4895,69109,0,5,76
4897,69103,1,1,73
4898,69105,1,0,72
4899,69107,1,1,73
4900,69109,1,1,75
4901,69109,0,5,76
4902,69109,0,5,76
4904,69103,1,1,73
4905,69105,1,0,72
4906,69105,0,2,73
4907,69107,1,1,73
4908,69107,0,2,73
4910,69103,1,1,73
4911,69105,1,0,72
4912,69105,0,2,73
4913,69107,1,1,73
4914,69107,0,2,73
4916,69103,1,1,73
4917,69103,0,2,72
4918,69105,1,0,72
4919,69105,0,2,73
4921,69103,1,1,73
4922,69103,0,2,72
4923,69105,1,0,72
4924,69105,0,2,73
4926,69103,1,1,73
4927,69103,0,2,72
4928,69103,0,1,72
4930,69103,1,1,73
4931,69103,0,2,72
4932,69103,0,1,72
4934,69099,0,0,14
4935,69100,0,0,14
4937,69099,0,0,14
4938,69100,0,0,14
4940,69097,0,1,13
4941,69099,0,0,14
4943,69097,0,1,13
4944,69099,0,0,14
4946,69097,0,1,13
4947,69097,0,0,13
4949,69097,0,1,13
4950,69097,0,0,13
4952,69091,0,4,12
4953,69095,0,4,12
4955,69091,0,4,12
4956,69095,0,4,12
4958,69089,0,5,13
4959,69091,0,4,12
4960,69092,0,5,13
4962,69089,0,5,13
4963,69091,0,4,12
4964,69092,0,5,13
4966,69085,0,6,14
4967,69089,0,5,13
4968,69091,0,4,12
4970,69085,0,6,14
4971,69089,0,5,13
4972,69091,0,4,12
4974,69085,0,6,14
4975,69089,0,5,13
4976,69089,0,5,13
4978,69085,0,6,14
4979,69089,0,5,13
4980,69089,0,5,13
4982,69085,0,6,14
4983,69085,0,6,14
4985,69085,0,6,14
4986,69085,0,6,14
5010,69085,1,7,79
5011,69089,1,6,78
5012,69091,1,5,77
5013,69092,1,6,78
5014,69095,1,5,77
5015,69097,1,0,76
5016,69099,1,5,77
5017,69100,1,5,77
5018,69103,1,6,135
5020,69085,1,7,79
5021,69089,1,6,78
5022,69091,1,5,77
5023,69092,1,6,78
5024,69095,1,5,77
5025,69097,1,0,76
5026,69099,1,5,77
5027,69099,0,7,78
5028,69100,1,5,77
5029,69100,0,7,78
5031,69085,1,7,79
5032,69089,1,6,78
5033,69091,1,5,77
5034,69092,1,6,78
5035,69095,1,5,77
5036,69097,1,0,76
5037,69099,1,5,77
5038,69099,0,7,78
5039,69100,1,5,77
5040,69100,0,7,78
5042,69085,1,7,79
5043,69089,1,6,78
5044,69091,1,5,77
5045,69092,1,6,78
5046,69095,1,5,77
5047,69097,1,0,76
5048,69097,0,6,77
5049,69099,1,5,77
5050,69099,0,7,78
5052,69085,1,7,79
5053,69089,1,6,78
5054,69091,1,5,77
5055,69092,1,6,78
5056,69095,1,5,77
5057,69097,1,0,76
5058,69097,0,6,77
5059,69099,1,5,77
5060,69099,0,7,78
5062,69085,1,7,79
5063,69089,1,6,78
5064,69091,1,5,77
5065,69092,1,6,78
5066,69095,1,5,77
5067,69097,1,0,76
5068,69097,0,6,77
5069,69097,0,6,77
5071,69085,1,7,79
5072,69089,1,6,78
5073,69091,1,5,77
5074,69092,1,6,78
5075,69095,1,5,77
5076,69097,1,0,76
5077,69097,0,6,77
5078,69097,0,6,77
5080,69085,1,7,79
5081,69089,1,6,78
5082,69091,1,5,77
5083,69091,0,0,68
5084,69092,1,6,78
5085,69095,1,5,77
5086,69095,0,0,68
5088,69085,1,7,79
5089,69089,1,6,78
5090,69091,1,5,77
5091,69091,0,0,68
5092,69092,1,6,78
5093,69095,1,5,77
5094,69095,0,0,68
5096,69085,1,7,79
5097,69089,1,6,78
5098,69089,0,0,67
5099,69091,1,5,77
5100,69091,0,0,68
5101,69092,1,6,78
5102,69092,0,0,67
5104,69085,1,7,79
5105,69089,1,6,78
5106,69089,0,0,67
5107,69091,1,5,77
5108,69091,0,0,68
5109,69092,1,6,78
5110,69092,0,0,67
5112,69085,1,7,79
5113,69085,0,0,66
5114,69089,1,6,78
5115,69089,0,0,67
5116,69091,1,5,77
5117,69091,0,0,68
5119,69085,1,7,79
5120,69085,0,0,66
5121,69089,1,6,78
5122,69089,0,0,67
5123,69091,1,5,77
5124,69091,0,0,68
5126,69085,1,7,79
5127,69085,0,0,66
5128,69089,1,6,78
5129,69089,0,0,67
5130,69089,0,1,67
5132,69085,1,7,79
5133,69085,0,0,66
5134,69089,1,6,78
5135,69089,0,0,67
5136,69089,0,1,67
5138,69085,1,7,79
5139,69085,0,0,66
5140,69085,0,1,66
5142,69085,1,7,79
5143,69085,0,0,66
5144,69085,0,1,66
5146,69086,0,6,14
5148,69086,0,6,14
5164,69085,1,0,129
5166,69086,0,0,68
5168,69086,0,0,68
5170,69087,0,5,14
5172,69087,0,5,14
5181,69086,1,0,131
5183,69087,0,0,69
5185,69087,0,0,69
5187,69079,0,0,43
5188,69080,0,0,43
5190,69079,0,0,43
5191,69080,0,0,43
5193,69079,0,0,43
5194,69079,0,1,42
5196,69079,0,0,43
5197,69079,0,1,42
5199,69075,0,0,31
5200,69077,0,0,31
5202,69075,0,0,31
5203,69077,0,0,31
5205,69075,0,0,31
5206,69075,0,2,27
5208,69075,0,0,31
5209,69075,0,2,27
5211,69071,0,1,11
5212,69073,0,1,11
5214,69071,0,1,11
5215,69073,0,1,11
5217,69069,0,2,12
5218,69071,0,1,11
5220,69069,0,2,12
5221,69071,0,1,11
5223,69069,0,2,12
5224,69069,0,2,12
5226,69069,0,2,12
5227,69069,0,2,12
5242,69069,1,3,77
5243,69071,1,2,76
5244,69073,1,2,76
5245,69075,1,0,90
5247,69069,1,3,77
5248,69071,1,2,76
5249,69071,0,0,68
5250,69073,1,2,76
5251,69073,0,0,68
5253,69069,1,3,77
5254,69071,1,2,76
5255,69071,0,0,68
5256,69073,1,2,76
5257,69073,0,0,68
5259,69069,1,3,77
5260,69069,0,1,67
5261,69071,1,2,76
5262,69071,0,0,68
5264,69069,1,3,77
5265,69069,0,1,67
5266,69071,1,2,76
5267,69071,0,0,68
5269,69069,1,3,77
5270,69069,0,1,67
5271,69069,0,0,67
5273,69069,1,3,77
5274,69069,0,1,67
5275,69069,0,0,67
5277,69065,0,0,61
5278,69066,0,0,61
5280,69065,0,0,61
5281,69066,0,0,61
5283,69063,0,1,61
5284,69065,0,0,61
5286,69063,0,1,61
5287,69065,0,0,61
5289,69063,0,1,61
5290,69063,0,0,61
5292,69063,0,1,61
5293,69063,0,0,61
5295,69059,0,0,10
5296,69061,0,0,10
5298,69059,0,0,10
5299,69061,0,0,10
5301,69057,0,1,11
5302,69059,0,0,10
5304,69057,0,1,11
5305,69059,0,0,10
5307,69057,0,1,11
5308,69057,0,1,11
5310,69057,0,1,11
5311,69057,0,1,11
5327,69057,1,2,76
5328,69059,1,1,75
5329,69061,1,1,75
5330,69063,1,0,124
5332,69057,1,2,76
5333,69059,1,1,75
5334,69059,0,1,74
5335,69061,1,1,75
5336,69061,0,1,74
5338,69057,1,2,76
5339,69059,1,1,75
5340,69059,0,1,74
5341,69061,1,1,75
5342,69061,0,1,74
5344,69057,1,2,76
5345,69057,0,1,73
5346,69059,1,1,75
5347,69059,0,1,74
5349,69057,1,2,76
5350,69057,0,1,73
5351,69059,1,1,75
5352,69059,0,1,74
5354,69057,1,2,76
5355,69057,0,1,73
5356,69057,0,0,73
5358,69057,1,2,76
5359,69057,0,1,73
5360,69057,0,0,73
5362,69053,0,0,13
5363,69054,0,0,13
5365,69053,0,0,13
5366,69054,0,0,13
5368,69049,0,1,12
5369,69053,0,0,13
5371,69049,0,1,12
5372,69053,0,0,13
5374,69049,0,1,12
5375,69049,0,0,12
5377,69049,0,1,12
5378,69049,0,0,12
5391,69049,1,0,75
5392,69053,1,2,76
5393,69054,1,2,76
5394,69057,1,3,136
5396,69049,1,0,75
5397,69053,1,2,76
5398,69053,0,4,77
5399,69054,1,2,76
5400,69054,0,4,77
5402,69049,1,0,75
5403,69053,1,2,76
5404,69053,0,4,77
5405,69054,1,2,76
5406,69054,0,4,77
5408,69049,1,0,75
5409,69049,0,3,76
5410,69053,1,2,76
5411,69053,0,4,77
5413,69049,1,0,75
5414,69049,0,3,76
5415,69053,1,2,76
5416,69053,0,4,77
5418,69049,1,0,75
5419,69049,0,3,76
5420,69049,0,3,76
5422,69049,1,0,75
5423,69049,0,3,76
5424,69049,0,3,76
5426,69050,0,0,12
5428,69050,0,0,12
5439,69049,1,2,139
5441,69050,0,3,76
5443,69050,0,3,76
5445,69051,0,0,12
5447,69051,0,0,12
5456,69050,1,2,139
5458,69051,0,3,76
5460,69051,0,3,76
5462,69043,0,0,36
5463,69045,0,0,36
5465,69043,0,0,36
5466,69045,0,0,36
5468,69041,0,1,35
5469,69043,0,0,36
5471,69041,0,1,35
5472,69043,0,0,36
5474,69041,0,1,35
5475,69041,0,0,35
5477,69041,0,1,35
5478,69041,0,0,35
5489,69041,1,0,98
5491,69030,0,0,47
5492,69033,0,0,47
5493,69035,0,0,47
5494,69037,0,0,47
5495,69039,0,0,47
5497,69030,0,0,47
5498,69033,0,0,47
5499,69035,0,0,47
5500,69037,0,0,47
5501,69039,0,0,47
5503,69030,0,0,47
5504,69033,0,0,47
5505,69035,0,0,47
5506,69037,0,0,47
5507,69037,0,0,46
5509,69030,0,0,47
5510,69033,0,0,47
5511,69035,0,0,47
5512,69037,0,0,47
5513,69037,0,0,46
5515,69030,0,0,47
5516,69033,0,0,47
5517,69035,0,0,47
5518,69035,0,0,45
5520,69030,0,0,47
5521,69033,0,0,47
5522,69035,0,0,47
5523,69035,0,0,45
5525,69030,0,0,47
5526,69033,0,0,47
5527,69033,0,0,44
5529,69030,0,0,47
5530,69033,0,0,47
5531,69033,0,0,44
5533,69030,0,0,47
5534,69030,0,0,38
5536,69030,0,0,47
5537,69030,0,0,38
5549,69030,1,0,101
5551,69031,0,0,41
5553,69031,0,0,41
5555,69025,0,0,33
5556,69027,0,0,33
5558,69025,0,0,33
5559,69027,0,0,33
5561,69022,0,1,32
5562,69025,0,0,33
5564,69022,0,1,32
5565,69025,0,0,33
5567,69022,0,1,32
5568,69022,0,0,32
5570,69022,0,1,32
5571,69022,0,0,32
5582,69022,1,0,95
5584,69023,0,0,32
5586,69023,0,0,32
5588,69017,0,0,16
5589,69019,0,0,16
5591,69017,0,0,16
5592,69019,0,0,16
5594,69013,0,1,15
5595,69017,0,0,16
5597,69013,0,1,15
5598,69017,0,0,16
5600,69013,0,1,15
5601,69013,0,0,15
5603,69013,0,1,15
5604,69013,0,0,15
5615,69013,1,0,78
5616,69017,1,5,79
5617,69019,1,5,79
5618,69023,1,6,95
5620,69013,1,0,78
5621,69017,1,5,79
5622,69017,0,7,80
5623,69019,1,5,79
5624,69019,0,7,80
5626,69013,1,0,78
5627,69017,1,5,79
5628,69017,0,7,80
5629,69019,1,5,79
5630,69019,0,7,80
5632,69013,1,0,78
5633,69013,0,6,79
5634,69017,1,5,79
5635,69017,0,7,80
5637,69013,1,0,78
5638,69013,0,6,79
5639,69017,1,5,79
5640,69017,0,7,80
5642,69013,1,0,78
5643,69013,0,6,79
5644,69013,0,6,79
5646,69013,1,0,78
5647,69013,0,6,79
5648,69013,0,6,79
5650,69014,0,0,15
5652,69014,0,0,15
5663,69013,1,5,142
5665,69014,0,6,79
5667,69014,0,6,79
5669,69015,0,0,15
5671,69015,0,0,15
5680,69014,1,5,142
5682,69015,0,6,79
5684,69015,0,6,79
5686,69007,0,0,55
5687,69009,0,0,55
5689,69007,0,0,55
5690,69009,0,0,55
5692,69005,0,1,54
5693,69007,0,0,55
5695,69005,0,1,54
5696,69007,0,0,55
5698,69005,0,1,54
5699,69005,0,0,54
5701,69005,0,1,54
5702,69005,0,0,54
5713,69005,1,0,117
5715,69001,0,0,54
5716,69003,0,0,54
5718,69001,0,0,54
5719,69003,0,0,54
5721,68999,0,1,53
5722,69001,0,0,54
5724,68999,0,1,53
5725,69001,0,0,54
5727,68999,0,1,53
5728,68999,0,0,53
5730,68999,0,1,53
5731,68999,0,0,53
5733,68994,0,0,37
5734,68997,0,0,37
5736,68994,0,0,37
5737,68997,0,0,37
5739,68994,0,0,37
5740,68994,0,0,36
5742,68994,0,0,37
5743,68994,0,0,36
5755,68994,1,0,99
5757,68995,0,0,36
5759,68995,0,0,36
5767,68995,1,0,99
5769,68989,0,0,41
5770,68991,0,0,41
5772,68989,0,0,41
5773,68991,0,0,41
5775,68987,0,1,40
5776,68989,0,0,41
5778,68987,0,1,40
5779,68989,0,0,41
5781,68987,0,1,40
5782,68987,0,0,40
5784,68987,0,1,40
5785,68987,0,0,40
5787,68983,0,0,24
5788,68985,0,0,24
5790,68983,0,0,24
5791,68985,0,0,24
5793,68981,0,1,23
5794,68983,0,0,24
5796,68981,0,1,23
5797,68983,0,0,24
5799,68981,0,1,23
5800,68981,0,0,23
5802,68981,0,1,23
5803,68981,0,0,23
5816,68981,1,0,86
5818,68974,0,0,63
5819,68979,0,0,63
5821,68974,0,0,63
5822,68979,0,0,63
5824,68973,0,0,62
5825,68974,0,0,63
5826,68976,0,0,62
5828,68973,0,0,62
5829,68974,0,0,63
5830,68976,0,0,62
5832,68971,0,1,61
5833,68973,0,0,62
5834,68974,0,0,63
5836,68971,0,1,61
5837,68973,0,0,62
5838,68974,0,0,63
5840,68971,0,1,61
5841,68973,0,0,62
5842,68973,0,1,62
5844,68971,0,1,61
5845,68973,0,0,62
5846,68973,0,1,62
5848,68971,0,1,61
5849,68971,0,0,61
5851,68971,0,1,61
5852,68971,0,0,61
5854,68967,0,1,17
5855,68968,0,1,17
5857,68967,0,1,17
5858,68968,0,1,17
5860,68964,0,2,16
5861,68967,0,1,17
5863,68964,0,2,16
5864,68967,0,1,17
5866,68964,0,2,16
5867,68964,0,1,16
5869,68964,0,2,16
5870,68964,0,1,16
5885,68964,1,0,79
5886,68967,1,5,80
5887,68968,1,5,80
5888,68971,1,6,124
5890,68964,1,0,79
5891,68967,1,5,80
5892,68967,0,7,79
5893,68968,1,5,80
5894,68968,0,7,79
5896,68964,1,0,79
5897,68967,1,5,80
5898,68967,0,7,79
5899,68968,1,5,80
5900,68968,0,7,79
5902,68964,1,0,79
5903,68964,0,6,78
5904,68967,1,5,80
5905,68967,0,7,79
5907,68964,1,0,79
5908,68964,0,6,78
5909,68967,1,5,80
5910,68967,0,7,79
5912,68964,1,0,79
5913,68964,0,6,78
5914,68964,0,6,78
5916,68964,1,0,79
5917,68964,0,6,78
5918,68964,0,6,78
5920,68965,0,0,16
5922,68965,0,0,16
5933,68964,1,5,141
5935,68965,0,6,80
5937,68965,0,6,80
5939,68959,0,0,40
5940,68961,0,0,40
5942,68959,0,0,40
5943,68961,0,0,40
5945,68957,0,1,39
5946,68959,0,0,40
5948,68957,0,1,39
5949,68959,0,0,40
5951,68957,0,1,39
5952,68957,0,0,39
5954,68957,0,1,39
5955,68957,0,0,39
5966,68957,1,0,102
5968,68953,0,0,64
5969,68955,0,0,64
5971,68953,0,0,64
5972,68955,0,0,64
5974,68951,0,2,62
5975,68953,0,0,64
5977,68951,0,2,62
5978,68953,0,0,64
5980,68951,0,2,62
5981,68951,0,0,62
5983,68951,0,2,62
5984,68951,0,0,62
5986,68947,0,0,53
5987,68949,0,0,53
5989,68947,0,0,53
5990,68949,0,0,53
5992,68944,0,0,52
5993,68947,0,0,53
5995,68944,0,0,52
5996,68947,0,0,53
5998,68944,0,0,52
5999,68944,0,1,52
6001,68944,0,0,52
6002,68944,0,1,52
6015,68944,1,0,115
6017,68945,0,0,52
6019,68945,0,0,52
6021,68939,0,0,26
6022,68941,0,0,26
6024,68939,0,0,26
6025,68941,0,0,26
6027,68937,0,1,25
6028,68939,0,0,26
6030,68937,0,1,25
6031,68939,0,0,26
6033,68937,0,1,25
6034,68937,0,0,25
6036,68937,0,1,25
6037,68937,0,0,25
6039,68933,0,0,24
6040,68935,0,0,24
6042,68933,0,0,24
6043,68935,0,0,24
6045,68930,0,1,23
6046,68933,0,0,24
6048,68930,0,1,23
6049,68933,0,0,24
6051,68930,0,1,23
6052,68930,0,0,23
6054,68930,0,1,23
6055,68930,0,0,23
6069,68930,1,0,86
6071,68931,0,0,23
6073,68931,0,0,23
6075,68923,0,0,11
6076,68927,0,0,11
6078,68923,0,0,11
6079,68927,0,0,11
6081,68921,0,1,12
6082,68923,0,0,11
6083,68925,0,1,12
6085,68921,0,1,12
6086,68923,0,0,11
6087,68925,0,1,12
6089,68919,0,2,13
6090,68921,0,1,12
6091,68923,0,0,11
6093,68919,0,2,13
6094,68921,0,1,12
6095,68923,0,0,11
6097,68919,0,2,13
6098,68921,0,1,12
6099,68921,0,1,12
6101,68919,0,2,13
6102,68921,0,1,12
6103,68921,0,1,12
6105,68919,0,2,13
6106,68919,0,2,13
6108,68919,0,2,13
6109,68919,0,2,13
6122,68919,1,3,78
6123,68921,1,2,77
6124,68923,1,1,76
6125,68925,1,2,77
6126,68927,1,1,76
6127,68931,1,0,86
6129,68919,1,3,78
6130,68921,1,2,77
6131,68923,1,1,76
6132,68923,0,1,75
6133,68925,1,2,77
6134,68927,1,1,76
6135,68927,0,1,75
6137,68919,1,3,78
6138,68921,1,2,77
6139,68923,1,1,76
6140,68923,0,1,75
6141,68925,1,2,77
6142,68927,1,1,76
6143,68927,0,1,75
6145,68919,1,3,78
6146,68921,1,2,77
6147,68921,0,0,74
6148,68923,1,1,76
6149,68923,0,1,75
6150,68925,1,2,77
6151,68925,0,0,74
6153,68919,1,3,78
6154,68921,1,2,77
6155,68921,0,0,74
6156,68923,1,1,76
6157,68923,0,1,75
6158,68925,1,2,77
6159,68925,0,0,74
6161,68919,1,3,78
6162,68919,0,1,73
6163,68921,1,2,77
6164,68921,0,0,74
6165,68923,1,1,76
6166,68923,0,1,75
6168,68919,1,3,78
6169,68919,0,1,73
6170,68921,1,2,77
