line_number,target_node,skipFirst,priority,incoming_scoreEnd
2080,69555,0,0,5
2089,69554,1,1,132
2091,69555,0,2,69
2093,69555,0,2,69
2095,69556,0,0,5
2097,69556,0,0,5
2106,69555,1,1,132
2108,69556,0,2,69
2110,69556,0,2,69
2112,69557,0,0,5
2114,69557,0,0,5
2123,69556,1,1,132
2125,69557,0,2,69
2127,69557,0,2,69
2129,69529,0,0,54
2130,69530,0,0,54
2132,69529,0,0,54
2133,69530,0,0,54
2135,69526,0,1,53
2136,69529,0,0,54
2138,69526,0,1,53
2139,69529,0,0,54
2141,69526,0,1,53
2142,69526,0,0,53
2144,69526,0,1,53
2145,69526,0,0,53
2156,69526,1,0,116
2158,69527,0,0,53
2160,69527,0,0,53
2162,69521,0,0,19
2163,69522,0,0,19
2165,69521,0,0,19
2166,69522,0,0,19
2168,69519,0,1,18
2169,69521,0,0,19
2171,69519,0,1,18
2172,69521,0,0,19
2174,69519,0,1,18
2175,69519,0,0,18
2177,69519,0,1,18
2178,69519,0,0,18
2189,69519,1,0,81
2191,69515,0,0,25
2192,69516,0,0,25
2194,69515,0,0,25
2195,69516,0,0,25
2197,69513,0,1,24
2198,69515,0,0,25
2200,69513,0,1,24
2201,69515,0,0,25
2203,69513,0,1,24
2204,69513,0,0,24
2206,69513,0,1,24
2207,69513,0,0,24
2209,69509,0,0,17
2210,69511,0,0,17
2212,69509,0,0,17
2213,69511,0,0,17
2215,69509,0,0,17
2216,69509,0,0,14
2218,69509,0,0,17
2219,69509,0,0,14
2231,69509,1,0,77
2232,69511,1,10,80
2234,69509,1,0,77
2235,69509,0,11,78
2237,69509,1,0,77
2238,69509,0,11,78
2240,69505,0,0,32
2241,69506,0,0,32
2243,69505,0,0,32
2244,69506,0,0,32
2246,69500,0,1,31
2247,69505,0,0,32
2249,69500,0,1,31
2250,69505,0,0,32
2252,69500,0,1,31
2253,69500,0,0,31
2255,69500,0,1,31
2256,69500,0,0,31
2267,69500,1,0,94
2269,69501,0,0,31
2271,69501,0,0,31
2279,69501,1,0,94
2281,69502,0,0,31
2283,69502,0,0,31
2291,69502,1,0,94
2293,69503,0,0,31
2295,69503,0,0,31
2303,69503,1,0,94
2305,69493,0,0,57
2306,69495,0,0,57
2308,69493,0,0,57
2309,69495,0,0,57
2311,69491,0,1,56
2312,69493,0,0,57
2314,69491,0,1,56
2315,69493,0,0,57
2317,69491,0,1,56
2318,69491,0,0,56
2320,69491,0,1,56
2321,69491,0,0,56
2323,69487,0,0,50
2324,69489,0,0,50
2326,69487,0,0,50
2327,69489,0,0,50
2329,69485,0,0,49
2330,69487,0,0,50
2332,69485,0,0,49
2333,69487,0,0,50
2335,69485,0,0,49
2336,69485,0,1,49
2338,69485,0,0,49
2339,69485,0,1,49
2341,69481,0,0,40
2342,69483,0,0,40
2344,69481,0,0,40
2345,69483,0,0,40
2347,69479,0,1,39
2348,69481,0,0,40
2350,69479,0,1,39
2351,69481,0,0,40
2353,69479,0,1,39
2354,69479,0,0,39
2356,69479,0,1,39
2357,69479,0,0,39
2359,69475,0,0,33
2360,69477,0,0,33
2362,69475,0,0,33
2363,69477,0,0,33
2365,69472,0,1,32
2366,69475,0,0,33
2368,69472,0,1,32
2369,69475,0,0,33
2371,69472,0,1,32
2372,69472,0,0,32
2374,69472,0,1,32
2375,69472,0,0,32
2394,69472,1,0,95
2396,69473,0,0,32
2398,69473,0,0,32
2400,69467,0,0,5
2401,69468,0,0,5
2403,69467,0,0,5
2404,69468,0,0,5
2406,69459,0,1,5
2407,69467,0,0,5
2409,69459,0,1,5
2410,69467,0,0,5
2412,69459,0,1,5
2413,69459,0,0,4
2415,69459,0,1,5
2416,69459,0,0,4
2427,69459,1,1,69
2428,69467,1,0,68
2429,69468,1,1,69
2430,69473,1,1,95
2432,69459,1,1,69
2433,69467,1,0,68
2434,69467,0,2,69
2435,69468,1,1,69
2436,69468,0,2,69
2438,69459,1,1,69
2439,69467,1,0,68
2440,69467,0,2,69
2441,69468,1,1,69
2442,69468,0,2,69
2444,69459,1,1,69
2445,69459,0,2,68
2446,69467,1,0,68
2447,69467,0,2,69
2449,69459,1,1,69
2450,69459,0,2,68
2451,69467,1,0,68
2452,69467,0,2,69
2454,69459,1,1,69
2455,69459,0,2,68
2456,69459,0,1,68
2458,69459,1,1,69
2459,69459,0,2,68
2460,69459,0,1,68
2462,69460,0,0,4
2464,69460,0,0,4
2475,69459,1,0,131
2477,69460,0,1,68
2479,69460,0,1,68
2481,69461,0,0,4
2483,69461,0,0,4
2492,69460,1,0,131
2494,69461,0,1,68
2496,69461,0,1,68
2498,69462,0,0,4
2500,69462,0,0,4
2509,69461,1,0,131
2511,69462,0,1,68
2513,69462,0,1,68
2515,69463,0,0,4
2517,69463,0,0,4
2526,69462,1,0,131
2528,69463,0,1,68
2530,69463,0,1,68
2532,69464,0,0,4
2534,69464,0,0,4
2543,69463,1,0,131
2545,69464,0,1,68
2547,69464,0,1,68
2549,69465,0,0,4
2551,69465,0,0,4
2560,69464,1,0,131
2562,69465,0,1,68
2564,69465,0,1,68
2566,69449,0,0,31
2567,69451,0,0,31
2569,69449,0,0,31
2570,69451,0,0,31
2572,69446,0,0,30
2573,69449,0,0,31
2575,69446,0,0,30
2576,69449,0,0,31
2578,69446,0,0,30
2579,69446,0,1,30
2581,69446,0,0,30
2582,69446,0,1,30
2593,69446,1,0,93
2595,69447,0,0,30
2597,69447,0,0,30
2605,69447,1,0,93
2607,69441,0,0,44
2608,69442,0,0,44
2610,69441,0,0,44
2611,69442,0,0,44
2613,69437,0,1,43
2614,69441,0,0,44
2616,69437,0,1,43
2617,69441,0,0,44
2619,69437,0,1,43
2620,69437,0,0,43
2622,69437,0,1,43
2623,69437,0,0,43
2633,69437,1,0,106
2635,69438,0,0,43
2637,69438,0,0,43
2645,69438,1,0,106
2647,69439,0,1,43
2649,69439,0,1,43
2651,69431,0,1,29
2652,69433,0,1,29
2654,69431,0,1,29
2655,69433,0,1,29
2657,69426,0,2,28
2658,69431,0,1,29
2660,69426,0,2,28
2661,69431,0,1,29
2663,69426,0,2,28
2664,69426,0,1,28
2666,69426,0,2,28
2667,69426,0,1,28
2678,69426,1,0,91
2680,69427,0,0,28
2682,69427,0,0,28
2690,69427,1,0,91
2692,69428,0,0,28
2694,69428,0,0,28
2702,69428,1,0,91
2704,69429,0,0,28
2706,69429,0,0,28
2708,69419,0,0,16
2709,69421,0,0,16
2711,69419,0,0,16
2712,69421,0,0,16
2714,69411,0,1,15
2715,69419,0,0,16
2717,69411,0,1,15
2718,69419,0,0,16
2720,69411,0,1,15
2721,69411,0,0,15
2723,69411,0,1,15
2724,69411,0,0,15
2735,69411,1,0,78
2736,69419,1,10,79
2737,69421,1,10,79
2739,69411,1,0,78
2740,69411,0,11,79
2741,69419,1,10,79
2743,69411,1,0,78
2744,69411,0,11,79
2745,69419,1,10,79
2747,69411,1,0,78
2748,69411,0,11,79
2749,69411,0,11,79
2751,69411,1,0,78
2752,69411,0,11,79
2753,69411,0,11,79
2755,69412,0,1,15
2757,69412,0,1,15
2767,69411,1,9,142
2769,69412,0,10,79
2771,69412,0,10,79
2773,69413,0,0,15
2775,69413,0,0,15
2784,69412,1,9,142
2786,69413,0,10,79
2788,69413,0,10,79
2790,69414,0,0,15
2792,69414,0,0,15
2801,69413,1,9,142
2803,69414,0,10,79
2805,69414,0,10,79
2807,69415,0,0,15
2809,69415,0,0,15
2818,69414,1,9,142
2820,69415,0,10,79
2822,69415,0,10,79
2824,69416,0,0,15
2826,69416,0,0,15
2835,69415,1,9,142
2837,69416,0,10,79
2839,69416,0,10,79
2841,69417,0,0,15
2843,69417,0,0,15
2852,69416,1,9,142
2854,69417,0,10,79
2856,69417,0,10,79
2858,69401,0,0,47
2859,69403,0,0,47
2861,69401,0,0,47
2862,69403,0,0,47
2864,69397,0,1,46
2865,69401,0,0,47
2867,69397,0,1,46
2868,69401,0,0,47
2870,69397,0,1,46
2871,69397,0,0,46
2873,69397,0,1,46
2874,69397,0,0,46
2885,69397,1,0,109
2887,69398,0,0,46
2889,69398,0,0,46
2897,69398,1,0,109
2899,69399,0,0,46
2901,69399,0,0,46
2903,69390,0,0,44
2904,69393,0,0,44
2906,69390,0,0,44
2907,69393,0,0,44
2909,69390,0,0,44
2910,69390,0,0,43
2912,69390,0,0,44
2913,69390,0,0,43
2923,69390,1,0,106
2925,69391,0,0,43
2927,69391,0,0,43
2929,69385,0,0,38
2930,69386,0,0,38
2932,69385,0,0,38
2933,69386,0,0,38
2935,69383,0,1,37
2936,69385,0,0,38
2938,69383,0,1,37
2939,69385,0,0,38
2941,69383,0,1,37
2942,69383,0,0,37
2944,69383,0,1,37
2945,69383,0,0,37
2947,69379,0,0,26
2948,69380,0,0,26
2950,69379,0,0,26
2951,69380,0,0,26
2953,69377,0,1,25
2954,69379,0,0,26
2956,69377,0,1,25
2957,69379,0,0,26
2959,69377,0,1,25
2960,69377,0,0,25
2962,69377,0,1,25
2963,69377,0,0,25
2977,69377,1,0,88
2979,69373,0,0,41
2980,69374,0,0,41
2982,69373,0,0,41
2983,69374,0,0,41
2985,69370,0,1,40
2986,69373,0,0,41
2988,69370,0,1,40
2989,69373,0,0,41
2991,69370,0,1,40
2992,69370,0,0,40
2994,69370,0,1,40
2995,69370,0,0,40
3005,69370,1,0,103
3007,69371,0,0,40
3009,69371,0,0,40
3017,69371,1,0,103
3019,69365,0,0,48
3020,69367,0,0,48
3022,69365,0,0,48
3023,69367,0,0,48
3025,69363,0,1,47
3026,69365,0,0,48
3028,69363,0,1,47
3029,69365,0,0,48
3031,69363,0,1,47
3032,69363,0,0,47
3034,69363,0,1,47
3035,69363,0,0,47
3037,69359,0,0,38
3038,69360,0,0,38
3040,69359,0,0,38
3041,69360,0,0,38
3043,69357,0,1,37
3044,69359,0,0,38
3046,69357,0,1,37
3047,69359,0,0,38
3049,69357,0,1,37
3050,69357,0,0,37
3052,69357,0,1,37
3053,69357,0,0,37
3055,69353,0,0,11
3056,69354,0,0,11
3058,69353,0,0,11
3059,69354,0,0,11
3061,69351,0,1,10
3062,69353,0,0,11
3064,69351,0,1,10
3065,69353,0,0,11
3067,69351,0,1,10
3068,69351,0,0,10
3070,69351,0,1,10
3071,69351,0,0,10
3087,69351,1,0,73
3088,69353,1,4,74
3089,69354,1,4,74
3090,69357,1,5,100
3092,69351,1,0,73
3093,69353,1,4,74
3094,69353,0,6,75
3095,69354,1,4,74
3096,69354,0,6,75
3098,69351,1,0,73
3099,69353,1,4,74
3100,69353,0,6,75
3101,69354,1,4,74
3102,69354,0,6,75
3104,69351,1,0,73
3105,69351,0,5,74
3106,69353,1,4,74
3107,69353,0,6,75
3109,69351,1,0,73
3110,69351,0,5,74
3111,69353,1,4,74
3112,69353,0,6,75
3114,69351,1,0,73
3115,69351,0,5,74
3116,69351,0,5,74
3118,69351,1,0,73
3119,69351,0,5,74
3120,69351,0,5,74
3122,69347,0,1,35
3123,69348,0,1,35
3125,69347,0,1,35
3126,69348,0,1,35
3128,69341,0,2,34
3129,69347,0,1,35
3131,69341,0,2,34
3132,69347,0,1,35
3134,69341,0,2,34
3135,69341,0,1,34
3137,69341,0,2,34
3138,69341,0,1,34
3151,69341,1,0,97
3153,69342,0,1,34
3155,69342,0,1,34
3163,69342,1,0,97
3165,69343,0,0,36
3167,69343,0,0,36
3175,69343,1,0,99
3177,69344,0,0,36
3179,69344,0,0,36
3187,69344,1,0,99
3189,69345,0,0,36
3191,69345,0,0,36
3193,69333,0,0,14
3194,69334,0,0,14
3196,69333,0,0,14
3197,69334,0,0,14
3199,69331,0,1,14
3200,69333,0,0,14
3202,69331,0,1,14
3203,69333,0,0,14
3205,69331,0,1,14
3206,69331,0,0,13
3208,69331,0,1,14
3209,69331,0,0,13
3211,69321,0,0,9
3212,69323,0,0,9
3213,69325,0,0,9
3214,69327,0,0,9
3215,69329,0,0,9
3217,69321,0,0,9
3218,69323,0,0,9
3219,69325,0,0,9
3220,69327,0,0,9
3221,69329,0,0,9
3223,69321,0,0,9
3224,69323,0,0,9
3225,69325,0,0,9
3226,69327,0,0,9
3227,69327,0,1,9
3229,69321,0,0,9
3230,69323,0,0,9
3231,69325,0,0,9
3232,69327,0,0,9
3233,69327,0,1,9
3235,69321,0,0,9
3236,69323,0,0,9
3237,69325,0,0,9
3238,69325,0,1,9
3240,69321,0,0,9
3241,69323,0,0,9
3242,69325,0,0,9
3243,69325,0,1,9
3245,69321,0,0,9
3246,69323,0,0,9
3247,69323,0,1,9
3249,69321,0,0,9
3250,69323,0,0,9
3251,69323,0,1,9
3253,69321,0,0,9
3254,69321,0,1,9
3256,69321,0,0,9
3257,69321,0,1,9
3273,69321,1,0,72
3274,69323,1,0,72
3275,69325,1,0,72
3276,69327,1,0,72
3277,69329,1,0,72
3278,69331,1,1,76
3279,69333,1,5,77
3280,69334,1,6,78
3281,69345,1,6,99
3283,69321,1,0,72
3284,69323,1,0,72
3285,69325,1,0,72
3286,69327,1,0,72
3287,69329,1,0,72
3288,69331,1,1,76
3289,69333,1,5,77
3290,69333,0,7,78
3291,69334,1,6,78
3292,69334,0,7,78
3294,69321,1,0,72
3295,69323,1,0,72
3296,69325,1,0,72
3297,69327,1,0,72
3298,69329,1,0,72
3299,69331,1,1,76
3300,69333,1,5,77
3301,69333,0,7,78
3302,69334,1,6,78
3303,69334,0,7,78
3305,69321,1,0,72
3306,69323,1,0,72
3307,69325,1,0,72
3308,69327,1,0,72
3309,69329,1,0,72
3310,69331,1,1,76
3311,69331,0,7,77
3312,69333,1,5,77
3313,69333,0,7,78
3315,69321,1,0,72
3316,69323,1,0,72
3317,69325,1,0,72
3318,69327,1,0,72
3319,69329,1,0,72
3320,69331,1,1,76
3321,69331,0,7,77
3322,69333,1,5,77
3323,69333,0,7,78
3325,69321,1,0,72
3326,69323,1,0,72
3327,69325,1,0,72
3328,69327,1,0,72
3329,69329,1,0,72
3330,69331,1,1,76
3331,69331,0,7,77
3332,69331,0,6,77
3334,69321,1,0,72
3335,69323,1,0,72
3336,69325,1,0,72
3337,69327,1,0,72
3338,69329,1,0,72
3339,69331,1,1,76
3340,69331,0,7,77
3341,69331,0,6,77
3343,69321,1,0,72
3344,69321,0,2,73
3345,69323,1,0,72
3346,69323,0,2,73
3347,69325,1,0,72
3348,69325,0,2,73
3349,69327,1,0,72
3350,69327,0,2,73
3351,69329,1,0,72
3352,69329,0,2,73
3354,69321,1,0,72
3355,69321,0,2,73
3356,69323,1,0,72
3357,69323,0,2,73
3358,69325,1,0,72
3359,69325,0,2,73
3360,69327,1,0,72
3361,69327,0,2,73
3362,69329,1,0,72
3363,69329,0,2,73
3365,69321,1,0,72
3366,69321,0,2,73
3367,69323,1,0,72
3368,69323,0,2,73
3369,69325,1,0,72
3370,69325,0,2,73
3371,69327,1,0,72
3372,69327,0,2,73
3373,69327,0,0,71
3375,69321,1,0,72
3376,69321,0,2,73
3377,69323,1,0,72
3378,69323,0,2,73
3379,69325,1,0,72
3380,69325,0,2,73
3381,69327,1,0,72
3382,69327,0,2,73
3383,69327,0,0,71
3385,69321,1,0,72
3386,69321,0,2,73
3387,69323,1,0,72
3388,69323,0,2,73
3389,69325,1,0,72
3390,69325,0,2,73
3391,69325,0,0,69
3393,69321,1,0,72
3394,69321,0,2,73
3395,69323,1,0,72
3396,69323,0,2,73
3397,69325,1,0,72
3398,69325,0,2,73
3399,69325,0,0,69
3401,69321,1,0,72
3402,69321,0,2,73
3403,69323,1,0,72
3404,69323,0,2,73
3405,69323,0,0,67
3407,69321,1,0,72
3408,69321,0,2,73
3409,69323,1,0,72
3410,69323,0,2,73
3411,69323,0,0,67
3413,69321,1,0,72
3414,69321,0,2,73
3415,69321,0,0,65
3417,69321,1,0,72
3418,69321,0,2,73
3419,69321,0,0,65
3421,69317,0,0,50
3422,69319,0,0,50
3424,69317,0,0,50
3425,69319,0,0,50
3427,69315,0,1,49
3428,69317,0,0,50
3430,69315,0,1,49
3431,69317,0,0,50
3433,69315,0,1,49
3434,69315,0,0,49
3436,69315,0,1,49
3437,69315,0,0,49
3439,69311,0,0,48
3440,69313,0,0,48
3442,69311,0,0,48
3443,69313,0,0,48
3445,69309,0,0,47
3446,69311,0,0,48
3448,69309,0,0,47
3449,69311,0,0,48
3451,69309,0,0,47
3452,69309,0,1,47
3454,69309,0,0,47
3455,69309,0,1,47
3457,69305,0,0,46
3458,69307,0,0,46
3460,69305,0,0,46
3461,69307,0,0,46
3463,69303,0,0,45
3464,69305,0,0,46
3466,69303,0,0,45
3467,69305,0,0,46
3469,69303,0,0,45
3470,69303,0,1,45
3472,69303,0,0,45
3473,69303,0,1,45
3475,69299,0,0,44
3476,69301,0,0,44
3478,69299,0,0,44
3479,69301,0,0,44
3481,69297,0,0,43
3482,69299,0,0,44
3484,69297,0,0,43
3485,69299,0,0,44
3487,69297,0,0,43
3488,69297,0,1,43
3490,69297,0,0,43
3491,69297,0,1,43
3493,69293,0,0,42
3494,69295,0,0,42
3496,69293,0,0,42
3497,69295,0,0,42
3499,69291,0,0,41
3500,69293,0,0,42
3502,69291,0,0,41
3503,69293,0,0,42
3505,69291,0,0,41
3506,69291,0,0,41
3508,69291,0,0,41
3509,69291,0,0,41
3511,69287,0,0,40
3512,69289,0,0,40
3514,69287,0,0,40
3515,69289,0,0,40
3517,69285,0,0,39
3518,69287,0,0,40
3520,69285,0,0,39
3521,69287,0,0,40
3523,69285,0,0,39
3524,69285,0,0,39
3526,69285,0,0,39
3527,69285,0,0,39
3529,69281,0,0,38
3530,69282,0,0,38
3532,69281,0,0,38
3533,69282,0,0,38
3535,69279,0,0,37
3536,69281,0,0,38
3538,69279,0,0,37
3539,69281,0,0,38
3541,69279,0,0,37
3542,69279,0,0,37
3544,69279,0,0,37
3545,69279,0,0,37
3547,69275,0,0,36
3548,69276,0,0,36
3550,69275,0,0,36
3551,69276,0,0,36
3553,69273,0,0,35
3554,69275,0,0,36
3556,69273,0,0,35
3557,69275,0,0,36
3559,69273,0,0,35
3560,69273,0,0,35
3562,69273,0,0,35
3563,69273,0,0,35
3565,69269,0,0,34
3566,69271,0,0,34
3568,69269,0,0,34
3569,69271,0,0,34
3571,69267,0,1,33
3572,69269,0,0,34
3574,69267,0,1,33
3575,69269,0,0,34
3577,69239,0,0,33
3578,69267,0,1,33
3579,69267,0,0,33
3581,69239,0,0,33
3582,69267,0,1,33
3583,69267,0,0,33
3585,69239,0,0,33
3586,69263,0,0,32
3587,69264,0,0,32
3589,69239,0,0,33
3590,69263,0,0,32
3591,69264,0,0,32
3593,69239,0,0,33
3594,69261,0,1,31
3595,69263,0,0,32
3597,69239,0,0,33
3598,69261,0,1,31
3599,69263,0,0,32
3601,69239,0,0,33
3602,69261,0,1,31
3603,69261,0,0,31
3605,69239,0,0,33
3606,69261,0,1,31
3607,69261,0,0,31
3609,69239,0,0,33
3610,69239,0,0,29
3611,69259,0,0,29
3613,69239,0,0,33
3614,69239,0,0,29
3615,69259,0,0,29
3617,69239,0,0,33
3618,69239,0,0,29
3619,69239,0,0,27
3620,69257,0,0,27
3622,69239,0,0,33
3623,69239,0,0,29
3624,69239,0,0,27
3625,69257,0,0,27
3627,69239,0,0,33
3628,69239,0,0,29
3629,69239,0,0,27
3630,69239,0,0,23
3631,69255,0,0,23
3633,69239,0,0,33
3634,69239,0,0,29
3635,69239,0,0,27
3636,69239,0,0,23
3637,69255,0,0,23
3639,69239,0,0,33
3640,69239,0,0,29
3641,69239,0,0,27
3642,69239,0,0,23
3643,69239,0,0,21
3644,69253,0,0,21
3646,69239,0,0,33
3647,69239,0,0,29
3648,69239,0,0,27
3649,69239,0,0,23
3650,69239,0,0,21
3651,69253,0,0,21
3653,69239,0,0,33
3654,69239,0,0,29
3655,69239,0,0,27
3656,69239,0,0,23
3657,69239,0,0,21
3658,69239,0,0,19
3659,69251,0,0,19
3661,69239,0,0,33
3662,69239,0,0,29
3663,69239,0,0,27
3664,69239,0,0,23
3665,69239,0,0,21
3666,69239,0,0,19
3667,69251,0,0,19
3669,69239,0,0,33
3670,69239,0,0,29
3671,69239,0,0,27
3672,69239,0,0,23
3673,69239,0,0,21
3674,69239,0,0,19
3675,69239,0,0,17
3676,69249,0,0,17
3678,69239,0,0,33
3679,69239,0,0,29
3680,69239,0,0,27
3681,69239,0,0,23
3682,69239,0,0,21
3683,69239,0,0,19
3684,69239,0,0,17
3685,69249,0,0,17
3687,69239,0,0,33
3688,69239,0,0,29
3689,69239,0,0,27
3690,69239,0,0,23
3691,69239,0,0,21
3692,69239,0,0,19
3693,69239,0,0,17
3694,69239,0,0,15
3695,69247,0,0,15
3697,69239,0,0,33
3698,69239,0,0,29
3699,69239,0,0,27
3700,69239,0,0,23
3701,69239,0,0,21
3702,69239,0,0,19
3703,69239,0,0,17
3704,69239,0,0,15
3705,69247,0,0,15
3707,69239,0,0,33
3708,69239,0,0,29
3709,69239,0,0,27
3710,69239,0,0,23
3711,69239,0,0,21
3712,69239,0,0,19
3713,69239,0,0,17
3714,69239,0,0,15
3715,69239,0,0,13
3716,69245,0,0,13
3718,69239,0,0,33
3719,69239,0,0,29
3720,69239,0,0,27
3721,69239,0,0,23
3722,69239,0,0,21
3723,69239,0,0,19
3724,69239,0,0,17
3725,69239,0,0,15
3726,69239,0,0,13
3727,69245,0,0,13
3729,69239,0,0,33
3730,69239,0,0,29
3731,69239,0,0,27
3732,69239,0,0,23
3733,69239,0,0,21
3734,69239,0,0,19
3735,69239,0,0,17
3736,69239,0,0,15
3737,69239,0,0,13
3738,69239,0,0,11
3739,69243,0,0,11
3741,69239,0,0,33
3742,69239,0,0,29
3743,69239,0,0,27
3744,69239,0,0,23
3745,69239,0,0,21
3746,69239,0,0,19
3747,69239,0,0,17
3748,69239,0,0,15
3749,69239,0,0,13
3750,69239,0,0,11
3751,69243,0,0,11
3753,69239,0,0,33
3754,69239,0,0,29
3755,69239,0,0,27
3756,69239,0,0,23
3757,69239,0,0,21
3758,69239,0,0,19
3759,69239,0,0,17
3760,69239,0,0,15
3761,69239,0,0,13
3762,69239,0,0,11
3763,69239,0,0,11
3764,69241,0,0,11
3766,69239,0,0,33
3767,69239,0,0,29
3768,69239,0,0,27
3769,69239,0,0,23
3770,69239,0,0,21
3771,69239,0,0,19
3772,69239,0,0,17
3773,69239,0,0,15
3774,69239,0,0,13
3775,69239,0,0,11
3776,69239,0,0,11
3777,69241,0,0,11
3779,69239,0,0,33
3780,69239,0,0,29
3781,69239,0,0,27
3782,69239,0,0,23
3783,69239,0,0,21
3784,69239,0,0,19
3785,69239,0,0,17
3786,69239,0,0,15
3787,69239,0,0,13
3788,69239,0,0,11
3789,69239,0,0,11
3790,69239,0,2,11
3792,69239,0,0,33
3793,69239,0,0,29
3794,69239,0,0,27
3795,69239,0,0,23
3796,69239,0,0,21
3797,69239,0,0,19
3798,69239,0,0,17
3799,69239,0,0,15
3800,69239,0,0,13
3801,69239,0,0,11
3802,69239,0,0,11
3803,69239,0,2,11
3805,69233,0,0,12
3806,69237,0,0,12
3808,69233,0,0,12
3809,69237,0,0,12
3811,69233,0,0,12
3812,69233,0,0,12
3814,69233,0,0,12
3815,69233,0,0,12
3873,69233,1,0,75
3874,69237,1,3,75
3875,69239,1,4,76
3876,69241,1,3,76
3877,69243,1,3,76
3878,69245,1,3,76
3879,69247,1,5,78
3880,69249,1,7,80
3881,69251,1,9,82
3883,69233,1,0,75
3884,69237,1,3,75
3885,69239,1,4,76
3886,69239,0,10,81
3887,69241,1,3,76
3888,69243,1,3,76
3889,69245,1,3,76
3890,69247,1,5,78
3891,69249,1,7,80
3892,69249,0,10,81
3894,69233,1,0,75
3895,69237,1,3,75
3896,69239,1,4,76
3897,69239,0,10,81
3898,69241,1,3,76
3899,69243,1,3,76
3900,69245,1,3,76
3901,69247,1,5,78
3902,69249,1,7,80
3903,69249,0,10,81
3905,69233,1,0,75
3906,69237,1,3,75
3907,69239,1,4,76
3908,69239,0,10,81
3909,69239,0,8,79
3910,69241,1,3,76
3911,69243,1,3,76
3912,69245,1,3,76
3913,69247,1,5,78
3914,69247,0,8,79
3916,69233,1,0,75
3917,69237,1,3,75
3918,69239,1,4,76
3919,69239,0,10,81
3920,69239,0,8,79
3921,69241,1,3,76
3922,69243,1,3,76
3923,69245,1,3,76
3924,69247,1,5,78
3925,69247,0,8,79
3927,69233,1,0,75
3928,69237,1,3,75
3929,69239,1,4,76
3930,69239,0,10,81
3931,69239,0,8,79
3932,69239,0,6,77
3933,69241,1,3,76
3934,69243,1,3,76
3935,69245,1,3,76
3936,69245,0,6,77
3938,69233,1,0,75
3939,69237,1,3,75
3940,69239,1,4,76
3941,69239,0,10,81
3942,69239,0,8,79
3943,69239,0,6,77
3944,69241,1,3,76
3945,69243,1,3,76
3946,69245,1,3,76
3947,69245,0,6,77
3949,69233,1,0,75
3950,69237,1,3,75
3951,69239,1,4,76
3952,69239,0,10,81
3953,69239,0,8,79
3954,69239,0,6,77
3955,69239,0,4,75
3956,69241,1,3,76
3957,69243,1,3,76
3958,69243,0,4,75
3960,69233,1,0,75
3961,69237,1,3,75
3962,69239,1,4,76
3963,69239,0,10,81
3964,69239,0,8,79
3965,69239,0,6,77
3966,69239,0,4,75
3967,69241,1,3,76
3968,69243,1,3,76
3969,69243,0,4,75
3971,69233,1,0,75
3972,69237,1,3,75
3973,69239,1,4,76
3974,69239,0,10,81
3975,69239,0,8,79
3976,69239,0,6,77
3977,69239,0,4,75
3978,69239,0,4,69
3979,69241,1,3,76
3980,69241,0,4,69
3982,69233,1,0,75
3983,69237,1,3,75
3984,69239,1,4,76
3985,69239,0,10,81
3986,69239,0,8,79
3987,69239,0,6,77
3988,69239,0,4,75
3989,69239,0,4,69
3990,69241,1,3,76
3991,69241,0,4,69
3993,69233,1,0,75
3994,69237,1,3,75
3995,69239,1,4,76
3996,69239,0,10,81
3997,69239,0,8,79
3998,69239,0,6,77
3999,69239,0,4,75
4000,69239,0,4,69
4001,69239,0,4,67
4003,69233,1,0,75
4004,69237,1,3,75
4005,69239,1,4,76
4006,69239,0,10,81
4007,69239,0,8,79
4008,69239,0,6,77
4009,69239,0,4,75
4010,69239,0,4,69
4011,69239,0,4,67
4013,69233,1,0,75
4014,69233,0,4,66
4015,69237,1,3,75
4016,69237,0,4,66
4018,69233,1,0,75
4019,69233,0,4,66
4020,69237,1,3,75
4021,69237,0,4,66
4023,69233,1,0,75
4024,69233,0,4,66
4025,69233,0,4,64
4027,69233,1,0,75
4028,69233,0,4,66
4029,69233,0,4,64
4031,69234,0,0,30
4033,69234,0,0,30
4049,69234,1,0,93
4051,69235,0,0,30
4053,69235,0,0,30
4055,69227,0,0,11
4056,69228,0,0,11
4058,69227,0,0,11
4059,69228,0,0,11
4061,69220,0,1,10
4062,69227,0,0,11
4064,69220,0,1,10
4065,69227,0,0,11
4067,69220,0,1,10
4068,69220,0,0,10
4070,69220,0,1,10
4071,69220,0,0,10
4082,69220,1,0,73
4083,69227,1,2,74
4084,69228,1,2,74
4085,69235,1,3,93
4087,69220,1,0,73
4088,69227,1,2,74
4089,69227,0,4,75
4090,69228,1,2,74
4091,69228,0,4,75
4093,69220,1,0,73
4094,69227,1,2,74
4095,69227,0,4,75
4096,69228,1,2,74
4097,69228,0,4,75
4099,69220,1,0,73
4100,69220,0,3,74
4101,69227,1,2,74
4102,69227,0,4,75
4104,69220,1,0,73
4105,69220,0,3,74
4106,69227,1,2,74
4107,69227,0,4,75
4109,69220,1,0,73
4110,69220,0,3,74
4111,69220,0,3,74
4113,69220,1,0,73
4114,69220,0,3,74
4115,69220,0,3,74
4117,69221,0,0,10
4119,69221,0,0,10
4130,69220,1,2,137
4132,69221,0,3,74
4134,69221,0,3,74
4136,69222,0,0,10
